timestamp,case_id,asset_ip,severity,analyst_id,time_to_close_mins,escalated,resolution_notes
2026-09-07T02:00:00,SOC-CASE-1073,10.0.3.10 (Mail),Medium,Analyst_C,56,No,"False positive, closed."
2026-09-07T04:00:00,SOC-CASE-1074,10.0.3.10 (Mail),Medium,Analyst_B,46,No,Isolated host and scanned.
2026-09-07T06:00:00,SOC-CASE-1075,10.0.1.5 (Web),Low,Analyst_B,69,No,Escalated to Tier 2.
2026-09-07T08:00:00,SOC-CASE-1076,10.0.1.5 (Web),High,Analyst_C,18,No,"False positive, closed."
2026-09-07T10:00:00,SOC-CASE-1077,10.0.3.10 (Mail),High,Analyst_B,2,No,No action needed.
2026-09-07T12:00:00,SOC-CASE-1078,10.0.2.50 (UserVLAN),Low,Analyst_A,119,No,"Investigated payload, blocked IP."
2026-09-07T14:00:00,SOC-CASE-1079,10.0.1.5 (Web),Medium,Analyst_C,53,No,"False positive, closed."
2026-09-07T16:00:00,SOC-CASE-1080,10.0.1.5 (Web),Medium,Analyst_B,102,No,"Investigated payload, blocked IP."
2026-09-07T18:00:00,SOC-CASE-1081,10.0.2.50 (UserVLAN),Medium,Analyst_A,40,No,Isolated host and scanned.
2026-09-07T20:00:00,SOC-CASE-1082,10.0.3.10 (Mail),Low,Analyst_A,117,No,"Investigated payload, blocked IP."
2026-09-07T22:00:00,SOC-CASE-1083,10.0.2.50 (UserVLAN),Low,Analyst_A,73,No,Escalated to Tier 2.
2026-09-08T00:00:00,SOC-CASE-1084,10.0.1.5 (Web),Low,Analyst_A,107,No,Escalated to Tier 2.
2026-09-08T02:00:00,SOC-CASE-1085,10.0.1.5 (Web),Low,Analyst_A,52,No,Escalated to Tier 2.
2026-09-08T04:00:00,SOC-CASE-1086,10.0.3.10 (Mail),Medium,Analyst_A,18,No,"Investigated payload, blocked IP."
2026-09-08T06:00:00,SOC-CASE-1087,10.0.1.5 (Web),Low,Analyst_B,45,No,Isolated host and scanned.
2026-09-08T08:00:00,SOC-CASE-1088,10.0.1.5 (Web),Low,Analyst_A,88,No,"Investigated payload, blocked IP."
2026-09-08T10:00:00,SOC-CASE-1089,10.0.1.5 (Web),Low,Analyst_C,45,No,"False positive, closed."
2026-09-08T12:00:00,SOC-CASE-1090,10.0.3.10 (Mail),Low,Analyst_C,51,No,"False positive, closed."
2026-09-08T14:00:00,SOC-CASE-1091,10.0.2.50 (UserVLAN),Medium,Analyst_B,29,No,"Investigated payload, blocked IP."
2026-09-08T16:00:00,SOC-CASE-1092,10.0.3.10 (Mail),Low,Analyst_A,74,No,Isolated host and scanned.
2026-09-08T18:00:00,SOC-CASE-1093,10.0.2.50 (UserVLAN),Medium,Analyst_C,21,No,"False positive, closed."
2026-09-08T20:00:00,SOC-CASE-1094,10.0.1.5 (Web),Low,Analyst_B,79,No,Isolated host and scanned.
2026-09-08T22:00:00,SOC-CASE-1095,10.0.2.50 (UserVLAN),Medium,Analyst_A,31,No,Escalated to Tier 2.
2026-09-09T00:00:00,SOC-CASE-1096,10.0.2.50 (UserVLAN),Medium,Analyst_A,29,No,Escalated to Tier 2.
2026-09-09T02:00:00,SOC-CASE-1097,10.0.1.5 (Web),Low,Analyst_A,99,No,"Investigated payload, blocked IP."
2026-09-09T04:00:00,SOC-CASE-1098,10.0.2.50 (UserVLAN),Low,Analyst_B,119,No,Isolated host and scanned.
2026-09-09T06:00:00,SOC-CASE-1099,10.0.1.5 (Web),Low,Analyst_B,65,No,Escalated to Tier 2.
2026-09-09T08:00:00,SOC-CASE-1100,10.0.3.10 (Mail),High,Analyst_B,3,No,No action needed.
2026-09-09T10:00:00,SOC-CASE-1101,10.0.3.10 (Mail),High,Analyst_B,2,No,Closed as false positive.
2026-09-09T12:00:00,SOC-CASE-1102,10.0.2.50 (UserVLAN),Medium,Analyst_A,113,No,Isolated host and scanned.
2026-09-09T14:00:00,SOC-CASE-1103,10.0.1.5 (Web),Low,Analyst_B,76,No,Isolated host and scanned.
2026-09-09T16:00:00,SOC-CASE-1104,10.0.1.5 (Web),High,Analyst_B,2,No,No action needed.
2026-09-09T18:00:00,SOC-CASE-1105,10.0.1.5 (Web),Low,Analyst_A,57,No,Escalated to Tier 2.
2026-09-09T20:00:00,SOC-CASE-1106,10.0.1.5 (Web),Low,Analyst_C,51,No,"False positive, closed."
2026-09-09T22:00:00,SOC-CASE-1107,10.0.1.5 (Web),Low,Analyst_A,17,No,Isolated host and scanned.
2026-09-10T00:00:00,SOC-CASE-1108,10.0.2.50 (UserVLAN),Low,Analyst_B,86,No,Escalated to Tier 2.
2026-09-10T02:00:00,SOC-CASE-1109,10.0.3.10 (Mail),Low,Analyst_B,74,No,Escalated to Tier 2.
2026-09-10T04:00:00,SOC-CASE-1110,10.0.1.5 (Web),Low,Analyst_C,56,No,"False positive, closed."
2026-09-10T06:00:00,SOC-CASE-1111,10.0.3.10 (Mail),Low,Analyst_C,37,No,"False positive, closed."
2026-09-10T08:00:00,SOC-CASE-1112,10.0.1.5 (Web),Low,Analyst_C,60,No,"False positive, closed."
2026-09-10T10:00:00,SOC-CASE-1113,10.0.2.50 (UserVLAN),Medium,Analyst_C,43,No,"False positive, closed."
2026-09-10T12:00:00,SOC-CASE-1114,10.0.2.50 (UserVLAN),High,Analyst_A,48,Yes,"Investigated payload, blocked IP."
2026-09-10T14:00:00,SOC-CASE-1115,10.0.1.5 (Web),Low,Analyst_C,14,No,"False positive, closed."
2026-09-10T16:00:00,SOC-CASE-1116,10.0.2.50 (UserVLAN),Low,Analyst_C,22,No,"False positive, closed."
2026-09-10T18:00:00,SOC-CASE-1117,10.0.2.50 (UserVLAN),Low,Analyst_C,15,No,"False positive, closed."
2026-09-10T20:00:00,SOC-CASE-1118,10.0.1.5 (Web),Critical,Analyst_C,53,No,"False positive, closed."
2026-09-10T22:00:00,SOC-CASE-1119,10.0.2.50 (UserVLAN),Low,Analyst_B,79,No,Isolated host and scanned.
2026-09-11T00:00:00,SOC-CASE-1120,10.0.3.10 (Mail),High,Analyst_C,51,No,"False positive, closed."
2026-09-11T02:00:00,SOC-CASE-1121,10.0.2.50 (UserVLAN),Low,Analyst_A,57,No,Isolated host and scanned.
2026-09-11T04:00:00,SOC-CASE-1122,10.0.2.50 (UserVLAN),Low,Analyst_C,15,No,"False positive, closed."
2026-09-11T06:00:00,SOC-CASE-1123,10.0.1.5 (Web),Medium,Analyst_B,85,No,"Investigated payload, blocked IP."
2026-09-11T08:00:00,SOC-CASE-1124,10.0.2.50 (UserVLAN),Low,Analyst_A,39,No,Isolated host and scanned.
2026-09-11T10:00:00,SOC-CASE-1125,10.0.2.50 (UserVLAN),Medium,Analyst_A,36,No,"Investigated payload, blocked IP."
2026-09-11T12:00:00,SOC-CASE-1126,10.0.3.10 (Mail),Medium,Analyst_B,89,No,"Investigated payload, blocked IP."
2026-09-11T14:00:00,SOC-CASE-1127,10.0.1.5 (Web),Low,Analyst_B,25,No,Escalated to Tier 2.
2026-09-11T16:00:00,SOC-CASE-1128,10.0.1.5 (Web),High,Analyst_C,48,No,"False positive, closed."
2026-09-11T18:00:00,SOC-CASE-1129,10.0.2.50 (UserVLAN),Medium,Analyst_C,55,No,"False positive, closed."
2026-09-11T20:00:00,SOC-CASE-1130,10.0.1.5 (Web),Medium,Analyst_B,94,No,Escalated to Tier 2.
2026-09-11T22:00:00,SOC-CASE-1131,10.0.2.50 (UserVLAN),Medium,Analyst_B,16,No,"Investigated payload, blocked IP."
2026-09-12T00:00:00,SOC-CASE-1132,10.0.1.5 (Web),Critical,Analyst_B,2,No,Closed as false positive.
2026-09-12T02:00:00,SOC-CASE-1133,10.0.1.5 (Web),High,Analyst_C,26,No,"False positive, closed."
2026-09-12T04:00:00,SOC-CASE-1134,10.0.2.50 (UserVLAN),High,Analyst_C,14,No,"False positive, closed."
2026-09-12T06:00:00,SOC-CASE-1135,10.0.1.5 (Web),Low,Analyst_C,47,No,"False positive, closed."
2026-09-12T08:00:00,SOC-CASE-1136,10.0.3.10 (Mail),Low,Analyst_A,110,No,Escalated to Tier 2.
2026-09-12T10:00:00,SOC-CASE-1137,10.0.3.10 (Mail),Critical,Analyst_B,2,No,Closed as false positive.
2026-09-12T12:00:00,SOC-CASE-1138,10.0.1.5 (Web),Medium,Analyst_B,75,No,Isolated host and scanned.
2026-09-12T14:00:00,SOC-CASE-1139,10.0.1.5 (Web),Low,Analyst_B,114,No,Isolated host and scanned.
2026-09-12T16:00:00,SOC-CASE-1140,10.0.1.5 (Web),Low,Analyst_A,16,No,Escalated to Tier 2.
2026-09-12T18:00:00,SOC-CASE-1141,10.0.3.10 (Mail),Medium,Analyst_A,99,No,Isolated host and scanned.
2026-09-12T20:00:00,SOC-CASE-1142,10.0.1.5 (Web),Medium,Analyst_B,101,No,Isolated host and scanned.
2026-09-12T22:00:00,SOC-CASE-1143,10.0.1.5 (Web),Medium,Analyst_C,17,No,"False positive, closed."
2026-09-13T00:00:00,SOC-CASE-1144,10.0.1.5 (Web),Critical,Analyst_B,4,No,Routine traffic.
2026-09-13T02:00:00,SOC-CASE-1145,10.0.1.5 (Web),Medium,Analyst_A,108,No,"Investigated payload, blocked IP."
2026-09-13T04:00:00,SOC-CASE-1146,10.0.3.10 (Mail),Low,Analyst_A,112,No,"Investigated payload, blocked IP."
2026-09-13T06:00:00,SOC-CASE-1147,10.0.3.10 (Mail),High,Analyst_C,40,No,"False positive, closed."
2026-09-13T08:00:00,SOC-CASE-1148,10.0.2.50 (UserVLAN),Critical,Analyst_C,21,No,"False positive, closed."
2026-09-13T10:00:00,SOC-CASE-1149,10.0.1.5 (Web),Low,Analyst_A,62,No,Isolated host and scanned.
2026-09-13T12:00:00,SOC-CASE-1150,10.0.2.50 (UserVLAN),High,Analyst_C,43,No,"False positive, closed."
2026-09-13T14:00:00,SOC-CASE-1151,10.0.3.10 (Mail),Low,Analyst_C,14,No,"False positive, closed."
2026-09-13T16:00:00,SOC-CASE-1152,10.0.1.5 (Web),Medium,Analyst_B,109,No,Escalated to Tier 2.
2026-09-13T18:00:00,SOC-CASE-1153,10.0.1.5 (Web),Low,Analyst_C,33,No,"False positive, closed."
2026-09-13T20:00:00,SOC-CASE-1154,10.0.2.50 (UserVLAN),Low,Analyst_B,117,No,Isolated host and scanned.
2026-09-13T22:00:00,SOC-CASE-1155,10.0.2.50 (UserVLAN),Medium,Analyst_A,75,No,Escalated to Tier 2.
2026-09-14T00:00:00,SOC-CASE-1156,10.0.2.50 (UserVLAN),Low,Analyst_B,35,No,Isolated host and scanned.
2026-09-14T02:00:00,SOC-CASE-1157,10.0.2.50 (UserVLAN),Low,Analyst_A,45,No,"Investigated payload, blocked IP."
2026-09-14T04:00:00,SOC-CASE-1158,10.0.1.5 (Web),High,Analyst_B,3,No,Closed as false positive.
2026-09-14T06:00:00,SOC-CASE-1159,10.0.1.5 (Web),Medium,Analyst_B,103,No,Isolated host and scanned.
2026-09-14T08:00:00,SOC-CASE-1160,10.0.3.10 (Mail),Low,Analyst_B,98,No,Isolated host and scanned.
2026-09-14T10:00:00,SOC-CASE-1161,10.0.3.10 (Mail),Low,Analyst_B,54,No,"Investigated payload, blocked IP."
2026-09-14T12:00:00,SOC-CASE-1162,10.0.3.10 (Mail),Critical,Analyst_B,1,No,No action needed.
2026-09-14T14:00:00,SOC-CASE-1163,10.0.2.50 (UserVLAN),Low,Analyst_A,19,No,Isolated host and scanned.
2026-09-14T16:00:00,SOC-CASE-1164,10.0.2.50 (UserVLAN),Low,Analyst_C,30,No,"False positive, closed."
2026-09-14T18:00:00,SOC-CASE-1165,10.0.1.5 (Web),Low,Analyst_C,14,No,"False positive, closed."
2026-09-14T20:00:00,SOC-CASE-1166,10.0.1.5 (Web),High,Analyst_C,36,No,"False positive, closed."
2026-09-14T22:00:00,SOC-CASE-1167,10.0.2.50 (UserVLAN),High,Analyst_B,4,No,Closed as false positive.
2026-09-15T00:00:00,SOC-CASE-1168,10.0.2.50 (UserVLAN),Critical,Analyst_A,23,Yes,Escalated to Tier 2.
2026-09-15T02:00:00,SOC-CASE-1169,10.0.1.5 (Web),Critical,Analyst_C,48,No,"False positive, closed."
2026-09-15T04:00:00,SOC-CASE-1170,10.0.1.5 (Web),Low,Analyst_A,60,No,"Investigated payload, blocked IP."
2026-09-15T06:00:00,SOC-CASE-1171,10.0.3.10 (Mail),Medium,Analyst_C,39,No,"False positive, closed."
2026-09-15T08:00:00,SOC-CASE-1172,10.0.2.50 (UserVLAN),Low,Analyst_C,31,No,"False positive, closed."
2026-09-15T10:00:00,SOC-CASE-1173,10.0.3.10 (Mail),Medium,Analyst_A,20,No,Isolated host and scanned.
2026-09-15T12:00:00,SOC-CASE-1174,10.0.2.50 (UserVLAN),Low,Analyst_B,118,No,Isolated host and scanned.
2026-09-15T14:00:00,SOC-CASE-1175,10.0.1.5 (Web),Medium,Analyst_C,15,No,"False positive, closed."
2026-09-15T16:00:00,SOC-CASE-1176,10.0.1.5 (Web),Low,Analyst_C,58,No,"False positive, closed."
2026-09-15T18:00:00,SOC-CASE-1177,10.0.1.5 (Web),High,Analyst_B,2,No,Closed as false positive.
2026-09-15T20:00:00,SOC-CASE-1178,10.0.2.50 (UserVLAN),Medium,Analyst_B,43,No,Escalated to Tier 2.
2026-09-15T22:00:00,SOC-CASE-1179,10.0.1.5 (Web),Low,Analyst_B,39,No,Escalated to Tier 2.
2026-09-16T00:00:00,SOC-CASE-1180,10.0.1.5 (Web),Critical,Analyst_B,3,No,Closed as false positive.
2026-09-16T02:00:00,SOC-CASE-1181,10.0.2.50 (UserVLAN),High,Analyst_A,40,Yes,Escalated to Tier 2.
2026-09-16T04:00:00,SOC-CASE-1182,10.0.1.5 (Web),Low,Analyst_C,15,No,"False positive, closed."
2026-09-16T06:00:00,SOC-CASE-1183,10.0.2.50 (UserVLAN),High,Analyst_B,4,No,Routine traffic.
2026-09-16T08:00:00,SOC-CASE-1184,10.0.3.10 (Mail),High,Analyst_A,26,Yes,Isolated host and scanned.
2026-09-16T10:00:00,SOC-CASE-1185,10.0.3.10 (Mail),Medium,Analyst_A,109,No,"Investigated payload, blocked IP."
2026-09-16T12:00:00,SOC-CASE-1186,10.0.1.5 (Web),High,Analyst_C,42,No,"False positive, closed."
2026-09-16T14:00:00,SOC-CASE-1187,10.0.1.5 (Web),Medium,Analyst_C,13,No,"False positive, closed."
2026-09-16T16:00:00,SOC-CASE-1188,10.0.3.10 (Mail),Medium,Analyst_A,111,No,Escalated to Tier 2.
2026-09-16T18:00:00,SOC-CASE-1189,10.0.1.5 (Web),Low,Analyst_A,47,No,"Investigated payload, blocked IP."
2026-09-16T20:00:00,SOC-CASE-1190,10.0.3.10 (Mail),Low,Analyst_A,51,No,Isolated host and scanned.
2026-09-16T22:00:00,SOC-CASE-1191,10.0.1.5 (Web),Low,Analyst_C,26,No,"False positive, closed."
2026-09-17T00:00:00,SOC-CASE-1192,10.0.3.10 (Mail),High,Analyst_B,4,No,No action needed.
2026-09-17T02:00:00,SOC-CASE-1193,10.0.3.10 (Mail),Low,Analyst_A,116,No,Isolated host and scanned.
2026-09-17T04:00:00,SOC-CASE-1194,10.0.3.10 (Mail),Medium,Analyst_C,31,No,"False positive, closed."
2026-09-17T06:00:00,SOC-CASE-1195,10.0.1.5 (Web),Low,Analyst_B,31,No,Escalated to Tier 2.
2026-09-17T08:00:00,SOC-CASE-1196,10.0.1.5 (Web),Medium,Analyst_A,56,No,Isolated host and scanned.
2026-09-17T10:00:00,SOC-CASE-1197,10.0.1.5 (Web),Medium,Analyst_A,56,No,Escalated to Tier 2.
2026-09-17T12:00:00,SOC-CASE-1198,10.0.3.10 (Mail),Medium,Analyst_C,18,No,"False positive, closed."
2026-09-17T14:00:00,SOC-CASE-1199,10.0.1.5 (Web),Low,Analyst_B,78,No,"Investigated payload, blocked IP."
2026-09-17T16:00:00,SOC-CASE-1200,10.0.3.10 (Mail),High,Analyst_B,1,No,Closed as false positive.
2026-09-17T18:00:00,SOC-CASE-1201,10.0.1.5 (Web),High,Analyst_B,2,No,No action needed.
2026-09-17T20:00:00,SOC-CASE-1202,10.0.3.10 (Mail),High,Analyst_C,27,No,"False positive, closed."
2026-09-17T22:00:00,SOC-CASE-1203,10.0.1.5 (Web),Medium,Analyst_C,40,No,"False positive, closed."
2026-09-18T00:00:00,SOC-CASE-1204,10.0.1.5 (Web),Medium,Analyst_B,50,No,Isolated host and scanned.
2026-09-18T02:00:00,SOC-CASE-1205,10.0.3.10 (Mail),High,Analyst_C,33,No,"False positive, closed."
2026-09-18T04:00:00,SOC-CASE-1206,10.0.1.5 (Web),Low,Analyst_C,37,No,"False positive, closed."
2026-09-18T06:00:00,SOC-CASE-1207,10.0.1.5 (Web),Low,Analyst_C,13,No,"False positive, closed."
2026-09-18T08:00:00,SOC-CASE-1208,10.0.1.5 (Web),Low,Analyst_A,108,No,Escalated to Tier 2.
2026-09-18T10:00:00,SOC-CASE-1209,10.0.1.5 (Web),Low,Analyst_B,82,No,Isolated host and scanned.
2026-09-18T12:00:00,SOC-CASE-1210,10.0.1.5 (Web),Low,Analyst_B,65,No,Isolated host and scanned.
2026-09-18T14:00:00,SOC-CASE-1211,10.0.2.50 (UserVLAN),Low,Analyst_A,39,No,Escalated to Tier 2.
2026-09-18T16:00:00,SOC-CASE-1212,10.0.3.10 (Mail),Low,Analyst_C,17,No,"False positive, closed."
2026-09-18T18:00:00,SOC-CASE-1213,10.0.1.5 (Web),High,Analyst_C,35,No,"False positive, closed."
2026-09-18T20:00:00,SOC-CASE-1214,10.0.3.10 (Mail),Medium,Analyst_B,61,No,Isolated host and scanned.
2026-09-18T22:00:00,SOC-CASE-1215,10.0.1.5 (Web),Low,Analyst_A,53,No,Isolated host and scanned.
2026-09-19T00:00:00,SOC-CASE-1216,10.0.3.10 (Mail),Medium,Analyst_C,33,No,"False positive, closed."
2026-09-19T02:00:00,SOC-CASE-1217,10.0.1.5 (Web),Medium,Analyst_C,49,No,"False positive, closed."
2026-09-19T04:00:00,SOC-CASE-1218,10.0.1.5 (Web),Medium,Analyst_B,17,No,"Investigated payload, blocked IP."
2026-09-19T06:00:00,SOC-CASE-1219,10.0.1.5 (Web),Medium,Analyst_A,46,No,Isolated host and scanned.
2026-09-19T08:00:00,SOC-CASE-1220,10.0.1.5 (Web),Medium,Analyst_B,86,No,Isolated host and scanned.
2026-09-19T10:00:00,SOC-CASE-1221,10.0.1.5 (Web),High,Analyst_B,1,No,Routine traffic.
2026-09-19T12:00:00,SOC-CASE-1222,10.0.1.5 (Web),High,Analyst_B,4,No,Routine traffic.
