timestamp,id,level,description,groups,mitre_id,mitre_tactic,agent_id,agent_name,agent_ip,srcip,srcuser,location,full_log
2020-01-02 01:09:15,5710,3,sshd: brute force trying to get access to the system,syslog;sshd;attack,T1190,InitialAccess,275,SPG-PLC-275,10.30.0.8,44.123.77.221,navya.wagle,/var/log/auth.log,2020-01-02T01:09:15.976353+00:00 SPG-PLC-275 sshd[45699]: Failed password for invalid user admin from 44.123.77.221 port 49457 ssh2
2020-01-02 06:29:27,5710,10,sshd: brute force trying to get access to the system,syslog;sshd;attack,T1190,InitialAccess,141,SPG-ENG-141,10.20.0.8,20.171.129.52,seher.wagle,/var/log/auth.log,2020-01-02T06:29:27.487894+00:00 SPG-ENG-141 sshd[31643]: Failed password for invalid user ubuntu from 20.171.129.52 port 39580 ssh2
2020-01-02 08:30:12,100201,12,Suspicious process executed from /tmp (possible C2 beacon),syslog;cron;malware,T1071,CommandAndControl,371,SPG-PLC-371,10.30.0.104,21.153.222.60,biju.buch,/var/log/syslog,2020-01-02T08:30:12.415481+00:00 SPG-PLC-371 CRON[13306]: (www-data) CMD (/tmp/.j8uylw/kworkerd --pool 106.149.1.9:4444)
2020-01-02 12:45:47,5710,4,sshd: brute force trying to get access to the system,syslog;sshd;attack,T1190,InitialAccess,364,SPG-SUB-364,10.30.0.97,118.168.161.187,samarth.sharma,/var/log/auth.log,2020-01-02T12:45:47.619921+00:00 SPG-SUB-364 sshd[7373]: Failed password for invalid user test from 118.168.161.187 port 38250 ssh2
2020-01-02 13:06:49,100201,3,Suspicious process executed from /tmp (possible C2 beacon),syslog;cron;malware,T1071,CommandAndControl,343,SPG-PLC-343,10.30.0.76,192.140.39.46,zoya.deep,/var/log/syslog,2020-01-02T13:06:49.531850+00:00 SPG-PLC-343 CRON[46700]: (www-data) CMD (/tmp/.iqvq3v/kworkerd --pool 211.219.1.9:4444)
2020-01-02 15:00:15,100301,14,Kernel reports possible SYN flood,syslog;kernel;attack,T1498,Impact,008,SPG-DNS-008,10.10.0.9,78.168.250.18,dishani.warrior,/var/log/syslog,2020-01-02T15:00:15.204728+00:00 SPG-DNS-008 kernel: TCP: request_sock_TCP: Possible SYN flooding on port 80. Sending cookies. Check SNMP counters. [src=78.168.250.18]
2020-01-02 21:56:12,100201,9,Suspicious process executed from /tmp (possible C2 beacon),syslog;cron;malware,T1071,CommandAndControl,322,SPG-RTU-322,10.30.0.55,11.116.234.13,suhana.bhargava,/var/log/syslog,2020-01-02T21:56:12.478007+00:00 SPG-RTU-322 CRON[28783]: (www-data) CMD (/tmp/.zxxw6j/kworkerd --pool 10.97.1.9:4444)
2020-01-02 23:59:19,100201,4,Suspicious process executed from /tmp (possible C2 beacon),syslog;cron;malware,T1071,CommandAndControl,015,SPG-FTP-015,10.10.0.16,214.194.89.72,purab.sharma,/var/log/syslog,2020-01-02T23:59:19.452269+00:00 SPG-FTP-015 CRON[58525]: (root) CMD (/tmp/.3upydg/kworkerd --pool 193.178.1.9:4444)
2020-01-03 00:54:00,100201,13,Suspicious process executed from /tmp (possible C2 beacon),syslog;cron;malware,T1071,CommandAndControl,133,SPG-WEB-133,10.10.0.134,69.75.57.137,oorja.kaur,/var/log/syslog,2020-01-03T00:54:00.704333+00:00 SPG-WEB-133 CRON[52298]: (oorja.kaur) CMD (/tmp/.iiqxag/kworkerd --pool 26.190.1.9:4444)
2020-01-03 06:27:55,100201,5,Suspicious process executed from /tmp (possible C2 beacon),syslog;cron;malware,T1071,CommandAndControl,058,SPG-PRX-058,10.10.0.59,75.9.121.45,farhan.sibal,/var/log/syslog,2020-01-03T06:27:55.779540+00:00 SPG-PRX-058 CRON[30684]: (farhan.sibal) CMD (/tmp/.ij7l8p/kworkerd --pool 73.170.1.9:4444)
2020-01-03 08:44:28,100201,15,Suspicious process executed from /tmp (possible C2 beacon),syslog;cron;malware,T1071,CommandAndControl,049,SPG-WEB-049,10.10.0.50,46.51.148.150,yakshit.karpe,/var/log/syslog,2020-01-03T08:44:28.539759+00:00 SPG-WEB-049 CRON[37754]: (yakshit.karpe) CMD (/tmp/.7d05ek/kworkerd --pool 117.166.1.9:4444)
2020-01-03 11:37:01,100201,10,Suspicious process executed from /tmp (possible C2 beacon),syslog;cron;malware,T1071,CommandAndControl,033,SPG-WEB-033,10.10.0.34,157.73.79.253,shlok.ramakrishnan,/var/log/syslog,2020-01-03T11:37:01.166462+00:00 SPG-WEB-033 CRON[34837]: (shlok.ramakrishnan) CMD (/tmp/.nvdok6/kworkerd --pool 154.223.1.9:4444)
2020-01-03 13:20:11,5763,14,sshd: brute force trying to get access to the system,syslog;sshd;attack,T1190,InitialAccess,200,SPG-HIS-200,10.20.0.67,142.190.182.51,shlok.krishnan,/var/log/auth.log,2020-01-03T13:20:11.780525+00:00 SPG-HIS-200 sshd[21944]: Failed password for invalid user admin from 142.190.182.51 port 50241 ssh2
2020-01-03 16:21:05,100301,12,Kernel reports possible SYN flood,syslog;kernel;attack,T1498,Impact,032,SPG-DNS-032,10.10.0.33,162.193.92.149,hazel.sidhu,/var/log/syslog,2020-01-03T16:21:05.962750+00:00 SPG-DNS-032 kernel: TCP: request_sock_TCP: Possible SYN flooding on port 8080. Sending cookies. Check SNMP counters. [src=162.193.92.149]
2020-01-03 21:24:58,100201,14,Suspicious process executed from /tmp (possible C2 beacon),syslog;cron;malware,T1071,CommandAndControl,155,SPG-HMI-155,10.20.0.22,146.16.164.245,navya.cheema,/var/log/syslog,2020-01-03T21:24:58.276343+00:00 SPG-HMI-155 CRON[19018]: (root) CMD (/tmp/.bgkttx/kworkerd --pool 215.64.1.9:4444)
2020-01-03 23:30:58,100301,8,Kernel reports possible SYN flood,syslog;kernel;attack,T1498,Impact,043,SPG-FTP-043,10.10.0.44,191.214.71.100,ayesha.kant,/var/log/syslog,2020-01-03T23:30:58.070552+00:00 SPG-FTP-043 kernel: TCP: request_sock_TCP: Possible SYN flooding on port 53. Sending cookies. Check SNMP counters. [src=191.214.71.100]
2020-01-04 00:27:07,100201,7,Suspicious process executed from /tmp (possible C2 beacon),syslog;cron;malware,T1071,CommandAndControl,209,SPG-ENG-209,10.20.0.76,19.123.228.86,siya.sandhu,/var/log/syslog,2020-01-04T00:27:07.287684+00:00 SPG-ENG-209 CRON[59413]: (root) CMD (/tmp/.fo7i6p/kworkerd --pool 142.206.1.9:4444)
2020-01-04 04:45:56,100301,6,Kernel reports possible SYN flood,syslog;kernel;attack,T1498,Impact,207,SPG-HMI-207,10.20.0.74,72.95.166.114,sara.jain,/var/log/syslog,2020-01-04T04:45:56.405394+00:00 SPG-HMI-207 kernel: TCP: request_sock_TCP: Possible SYN flooding on port 53. Sending cookies. Check SNMP counters. [src=72.95.166.114]
2020-01-04 10:39:32,5763,13,sshd: brute force trying to get access to the system,syslog;sshd;attack,T1190,InitialAccess,119,SPG-FTP-119,10.10.0.120,216.175.209.129,shalv.sarraf,/var/log/auth.log,2020-01-04T10:39:32.957914+00:00 SPG-FTP-119 sshd[45216]: Failed password for invalid user admin from 216.175.209.129 port 2698 ssh2
2020-01-04 18:31:29,100201,5,Suspicious process executed from /tmp (possible C2 beacon),syslog;cron;malware,T1071,CommandAndControl,201,SPG-ENG-201,10.20.0.68,44.41.160.239,badal.sani,/var/log/syslog,2020-01-04T18:31:29.019439+00:00 SPG-ENG-201 CRON[22383]: (root) CMD (/tmp/.b8oqqz/kworkerd --pool 85.127.1.9:4444)
2020-01-04 21:31:49,5710,3,sshd: brute force trying to get access to the system,syslog;sshd;attack,T1190,InitialAccess,103,SPG-FTP-103,10.10.0.104,58.76.127.159,mohanlal.sachar,/var/log/auth.log,2020-01-04T21:31:49.071819+00:00 SPG-FTP-103 sshd[9955]: Failed password for invalid user admin from 58.76.127.159 port 22392 ssh2
2020-01-05 09:12:14,100201,15,Suspicious process executed from /tmp (possible C2 beacon),syslog;cron;malware,T1071,CommandAndControl,050,SPG-PRX-050,10.10.0.51,202.115.221.44,ryan.mani,/var/log/syslog,2020-01-05T09:12:14.656006+00:00 SPG-PRX-050 CRON[18571]: (root) CMD (/tmp/.gu0snw/kworkerd --pool 126.19.1.9:4444)
2020-01-05 12:51:06,100201,12,Suspicious process executed from /tmp (possible C2 beacon),syslog;cron;malware,T1071,CommandAndControl,380,SPG-SUB-380,10.30.0.113,25.171.94.88,darshit.shetty,/var/log/syslog,2020-01-05T12:51:06.225111+00:00 SPG-SUB-380 CRON[6966]: (root) CMD (/tmp/.cj43rh/kworkerd --pool 48.10.1.9:4444)
2020-01-05 14:51:54,100301,5,Kernel reports possible SYN flood,syslog;kernel;attack,T1498,Impact,145,SPG-ENG-145,10.20.0.12,203.48.165.211,reyansh.bail,/var/log/syslog,2020-01-05T14:51:54.205657+00:00 SPG-ENG-145 kernel: TCP: request_sock_TCP: Possible SYN flooding on port 53. Sending cookies. Check SNMP counters. [src=203.48.165.211]
2020-01-05 19:00:51,100301,9,Kernel reports possible SYN flood,syslog;kernel;attack,T1498,Impact,013,SPG-WEB-013,10.10.0.14,115.189.188.249,yuvaan.ranganathan,/var/log/syslog,2020-01-05T19:00:51.484911+00:00 SPG-WEB-013 kernel: TCP: request_sock_TCP: Possible SYN flooding on port 21. Sending cookies. Check SNMP counters. [src=115.189.188.249]
2020-01-05 20:41:36,5715,12,sshd: authentication success (possible compromised credential),syslog;sshd;attack,T1190,InitialAccess,374,SPG-RTU-374,10.30.0.107,99.79.43.46,nitya.tank,/var/log/auth.log,2020-01-05T20:41:36.843425+00:00 SPG-RTU-374 sshd[32109]: Accepted password for nitya.tank from 99.79.43.46 port 9613 ssh2
2020-01-06 00:56:01,5710,7,sshd: brute force trying to get access to the system,syslog;sshd;attack,T1190,InitialAccess,225,SPG-ENG-225,10.20.0.92,73.99.218.98,jiya.chowdhury,/var/log/auth.log,2020-01-06T00:56:01.196541+00:00 SPG-ENG-225 sshd[24826]: Failed password for invalid user oracle from 73.99.218.98 port 55552 ssh2
2020-01-06 01:47:56,5710,9,sshd: brute force trying to get access to the system,syslog;sshd;attack,T1190,InitialAccess,183,SPG-HMI-183,10.20.0.50,147.165.66.78,pranay.tank,/var/log/auth.log,2020-01-06T01:47:56.709663+00:00 SPG-HMI-183 sshd[28742]: Failed password for invalid user admin from 147.165.66.78 port 34289 ssh2
2020-01-06 05:05:41,5710,4,sshd: brute force trying to get access to the system,syslog;sshd;attack,T1190,InitialAccess,310,SPG-RTU-310,10.30.0.43,41.36.67.194,ivana.banerjee,/var/log/auth.log,2020-01-06T05:05:41.238923+00:00 SPG-RTU-310 sshd[34116]: Failed password for invalid user ivana.banerjee from 41.36.67.194 port 3101 ssh2
2020-01-06 06:42:36,100201,13,Suspicious process executed from /tmp (possible C2 beacon),syslog;cron;malware,T1071,CommandAndControl,263,SPG-HMI-263,10.20.0.130,120.96.177.232,neelofar.badami,/var/log/syslog,2020-01-06T06:42:36.766053+00:00 SPG-HMI-263 CRON[15337]: (www-data) CMD (/tmp/.d05y31/kworkerd --pool 18.84.1.9:4444)
2020-01-06 13:09:46,100301,9,Kernel reports possible SYN flood,syslog;kernel;attack,T1498,Impact,387,SPG-PLC-387,10.30.0.120,221.214.42.13,hiran.sathe,/var/log/syslog,2020-01-06T13:09:46.246725+00:00 SPG-PLC-387 kernel: TCP: request_sock_TCP: Possible SYN flooding on port 8443. Sending cookies. Check SNMP counters. [src=221.214.42.13]
2020-01-06 14:40:53,100201,3,Suspicious process executed from /tmp (possible C2 beacon),syslog;cron;malware,T1071,CommandAndControl,157,SPG-ENG-157,10.20.0.24,116.36.45.184,tiya.swamy,/var/log/syslog,2020-01-06T14:40:53.471199+00:00 SPG-ENG-157 CRON[22024]: (tiya.swamy) CMD (/tmp/.p48fxx/kworkerd --pool 22.175.1.9:4444)
2020-01-06 16:46:49,5710,9,sshd: brute force trying to get access to the system,syslog;sshd;attack,T1190,InitialAccess,367,SPG-PLC-367,10.30.0.100,86.187.26.238,pihu.bose,/var/log/auth.log,2020-01-06T16:46:49.673657+00:00 SPG-PLC-367 sshd[41350]: Failed password for invalid user test from 86.187.26.238 port 47335 ssh2
2020-01-06 18:28:48,100301,7,Kernel reports possible SYN flood,syslog;kernel;attack,T1498,Impact,383,SPG-PLC-383,10.30.0.116,157.242.206.248,purab.sunder,/var/log/syslog,2020-01-06T18:28:48.633633+00:00 SPG-PLC-383 kernel: TCP: request_sock_TCP: Possible SYN flooding on port 443. Sending cookies. Check SNMP counters. [src=157.242.206.248]
2020-01-06 19:56:41,100301,14,Kernel reports possible SYN flood,syslog;kernel;attack,T1498,Impact,347,SPG-PLC-347,10.30.0.80,158.100.121.120,nehmat.rajagopalan,/var/log/syslog,2020-01-06T19:56:41.023544+00:00 SPG-PLC-347 kernel: TCP: request_sock_TCP: Possible SYN flooding on port 2121. Sending cookies. Check SNMP counters. [src=158.100.121.120]
2020-01-06 22:19:59,5710,8,sshd: brute force trying to get access to the system,syslog;sshd;attack,T1190,InitialAccess,004,SPG-DNS-004,10.10.0.5,197.96.188.178,samarth.balakrishnan,/var/log/auth.log,2020-01-06T22:19:59.909292+00:00 SPG-DNS-004 sshd[15960]: Failed password for invalid user test from 197.96.188.178 port 50239 ssh2
2020-01-06 23:29:31,5710,8,sshd: brute force trying to get access to the system,syslog;sshd;attack,T1190,InitialAccess,339,SPG-PLC-339,10.30.0.72,79.163.183.75,rania.sangha,/var/log/auth.log,2020-01-06T23:29:31.229231+00:00 SPG-PLC-339 sshd[50223]: Failed password for invalid user ubuntu from 79.163.183.75 port 47770 ssh2
2020-01-07 03:38:09,100301,10,Kernel reports possible SYN flood,syslog;kernel;attack,T1498,Impact,275,SPG-PLC-275,10.30.0.8,58.93.5.221,indrajit.bala,/var/log/syslog,2020-01-07T03:38:09.164759+00:00 SPG-PLC-275 kernel: TCP: request_sock_TCP: Possible SYN flooding on port 8080. Sending cookies. Check SNMP counters. [src=58.93.5.221]
2020-01-07 10:37:04,100301,7,Kernel reports possible SYN flood,syslog;kernel;attack,T1498,Impact,058,SPG-PRX-058,10.10.0.59,160.247.145.144,bhamini.vyas,/var/log/syslog,2020-01-07T10:37:04.787736+00:00 SPG-PRX-058 kernel: TCP: request_sock_TCP: Possible SYN flooding on port 8080. Sending cookies. Check SNMP counters. [src=160.247.145.144]
2020-01-07 12:21:37,100201,14,Suspicious process executed from /tmp (possible C2 beacon),syslog;cron;malware,T1071,CommandAndControl,259,SPG-HMI-259,10.20.0.126,151.164.223.85,hridaan.kalita,/var/log/syslog,2020-01-07T12:21:37.436469+00:00 SPG-HMI-259 CRON[55558]: (root) CMD (/tmp/.a71x8e/kworkerd --pool 109.195.1.9:4444)
2020-01-07 12:22:41,5710,8,sshd: brute force trying to get access to the system,syslog;sshd;attack,T1190,InitialAccess,380,SPG-SUB-380,10.30.0.113,61.215.56.19,hansh.dasgupta,/var/log/auth.log,2020-01-07T12:22:41.408091+00:00 SPG-SUB-380 sshd[53784]: Failed password for invalid user root from 61.215.56.19 port 23557 ssh2
2020-01-07 12:34:33,5763,12,sshd: brute force trying to get access to the system,syslog;sshd;attack,T1190,InitialAccess,169,SPG-ENG-169,10.20.0.36,61.158.218.95,rati.sagar,/var/log/auth.log,2020-01-07T12:34:33.188199+00:00 SPG-ENG-169 sshd[17996]: Failed password for invalid user admin from 61.158.218.95 port 60048 ssh2
2020-01-07 21:03:37,5710,5,sshd: brute force trying to get access to the system,syslog;sshd;attack,T1190,InitialAccess,261,SPG-ENG-261,10.20.0.128,146.10.192.100,hunar.dar,/var/log/auth.log,2020-01-07T21:03:37.739842+00:00 SPG-ENG-261 sshd[9596]: Failed password for invalid user postgres from 146.10.192.100 port 46468 ssh2
2020-01-08 03:13:35,100301,9,Kernel reports possible SYN flood,syslog;kernel;attack,T1498,Impact,374,SPG-RTU-374,10.30.0.107,71.121.237.168,azad.sidhu,/var/log/syslog,2020-01-08T03:13:35.391497+00:00 SPG-RTU-374 kernel: TCP: request_sock_TCP: Possible SYN flooding on port 990. Sending cookies. Check SNMP counters. [src=71.121.237.168]
2020-01-08 04:42:42,100301,8,Kernel reports possible SYN flood,syslog;kernel;attack,T1498,Impact,341,SPG-EMS-341,10.30.0.74,177.8.83.174,vritika.mane,/var/log/syslog,2020-01-08T04:42:42.349945+00:00 SPG-EMS-341 kernel: TCP: request_sock_TCP: Possible SYN flooding on port 53. Sending cookies. Check SNMP counters. [src=177.8.83.174]
2020-01-08 05:03:46,100301,9,Kernel reports possible SYN flood,syslog;kernel;attack,T1498,Impact,343,SPG-PLC-343,10.30.0.76,63.137.138.221,yuvaan.rattan,/var/log/syslog,2020-01-08T05:03:46.862148+00:00 SPG-PLC-343 kernel: TCP: request_sock_TCP: Possible SYN flooding on port 21. Sending cookies. Check SNMP counters. [src=63.137.138.221]
2020-01-08 10:40:54,100201,15,Suspicious process executed from /tmp (possible C2 beacon),syslog;cron;malware,T1071,CommandAndControl,032,SPG-DNS-032,10.10.0.33,79.37.124.129,reyansh.andra,/var/log/syslog,2020-01-08T10:40:54.793634+00:00 SPG-DNS-032 CRON[39464]: (root) CMD (/tmp/.y17jr0/kworkerd --pool 149.102.1.9:4444)
2020-01-08 11:36:46,100301,7,Kernel reports possible SYN flood,syslog;kernel;attack,T1498,Impact,089,SPG-WEB-089,10.10.0.90,31.134.24.180,divij.kadakia,/var/log/syslog,2020-01-08T11:36:46.896019+00:00 SPG-WEB-089 kernel: TCP: request_sock_TCP: Possible SYN flooding on port 21. Sending cookies. Check SNMP counters. [src=31.134.24.180]
2020-01-08 12:08:06,5763,14,sshd: brute force trying to get access to the system,syslog;sshd;attack,T1190,InitialAccess,221,SPG-ENG-221,10.20.0.88,187.181.109.125,chirag.mangal,/var/log/auth.log,2020-01-08T12:08:06.399576+00:00 SPG-ENG-221 sshd[24298]: Failed password for invalid user test from 187.181.109.125 port 34996 ssh2
2020-01-08 13:38:50,100201,6,Suspicious process executed from /tmp (possible C2 beacon),syslog;cron;malware,T1071,CommandAndControl,343,SPG-PLC-343,10.30.0.76,80.91.207.102,lakshit.ravi,/var/log/syslog,2020-01-08T13:38:50.238322+00:00 SPG-PLC-343 CRON[50191]: (lakshit.ravi) CMD (/tmp/.s3lrce/kworkerd --pool 160.29.1.9:4444)
2020-01-08 13:42:56,100201,15,Suspicious process executed from /tmp (possible C2 beacon),syslog;cron;malware,T1071,CommandAndControl,212,SPG-HIS-212,10.20.0.79,198.237.110.127,aniruddh.bansal,/var/log/syslog,2020-01-08T13:42:56.900395+00:00 SPG-HIS-212 CRON[59342]: (root) CMD (/tmp/.81tyh8/kworkerd --pool 98.95.1.9:4444)
2020-01-08 16:06:45,100301,4,Kernel reports possible SYN flood,syslog;kernel;attack,T1498,Impact,314,SPG-RTU-314,10.30.0.47,220.183.185.6,shayak.sunder,/var/log/syslog,2020-01-08T16:06:45.917593+00:00 SPG-RTU-314 kernel: TCP: request_sock_TCP: Possible SYN flooding on port 53. Sending cookies. Check SNMP counters. [src=220.183.185.6]
2020-01-08 23:08:04,100201,8,Suspicious process executed from /tmp (possible C2 beacon),syslog;cron;malware,T1071,CommandAndControl,151,SPG-HMI-151,10.20.0.18,119.219.58.251,samar.mand,/var/log/syslog,2020-01-08T23:08:04.224503+00:00 SPG-HMI-151 CRON[12979]: (www-data) CMD (/tmp/.xwdvm1/kworkerd --pool 170.188.1.9:4444)
2020-01-09 07:17:49,100201,15,Suspicious process executed from /tmp (possible C2 beacon),syslog;cron;malware,T1071,CommandAndControl,098,SPG-PRX-098,10.10.0.99,221.180.100.158,shlok.wable,/var/log/syslog,2020-01-09T07:17:49.685747+00:00 SPG-PRX-098 CRON[24626]: (shlok.wable) CMD (/tmp/.bg7qp0/kworkerd --pool 114.50.1.9:4444)
2020-01-09 08:14:49,100201,10,Suspicious process executed from /tmp (possible C2 beacon),syslog;cron;malware,T1071,CommandAndControl,268,SPG-HIS-268,10.20.0.135,54.65.103.4,renee.raja,/var/log/syslog,2020-01-09T08:14:49.494568+00:00 SPG-HIS-268 CRON[40762]: (renee.raja) CMD (/tmp/.dyh2qr/kworkerd --pool 166.211.1.9:4444)
2020-01-09 08:16:54,5710,3,sshd: brute force trying to get access to the system,syslog;sshd;attack,T1190,InitialAccess,184,SPG-HIS-184,10.20.0.51,102.220.115.31,piya.biswas,/var/log/auth.log,2020-01-09T08:16:54.621907+00:00 SPG-HIS-184 sshd[45198]: Failed password for invalid user postgres from 102.220.115.31 port 21540 ssh2
2020-01-09 12:43:27,100201,8,Suspicious process executed from /tmp (possible C2 beacon),syslog;cron;malware,T1071,CommandAndControl,388,SPG-SUB-388,10.30.0.121,144.102.187.76,nehmat.yadav,/var/log/syslog,2020-01-09T12:43:27.324995+00:00 SPG-SUB-388 CRON[3147]: (nehmat.yadav) CMD (/tmp/.ymntzf/kworkerd --pool 140.181.1.9:4444)
2020-01-09 17:43:28,100201,5,Suspicious process executed from /tmp (possible C2 beacon),syslog;cron;malware,T1071,CommandAndControl,058,SPG-PRX-058,10.10.0.59,16.212.16.46,neelofar.soman,/var/log/syslog,2020-01-09T17:43:28.465539+00:00 SPG-PRX-058 CRON[34991]: (neelofar.soman) CMD (/tmp/.yb1iw0/kworkerd --pool 195.33.1.9:4444)
2020-01-09 21:11:05,100201,5,Suspicious process executed from /tmp (possible C2 beacon),syslog;cron;malware,T1071,CommandAndControl,365,SPG-EMS-365,10.30.0.98,108.56.138.113,pranay.roy,/var/log/syslog,2020-01-09T21:11:05.229618+00:00 SPG-EMS-365 CRON[52929]: (pranay.roy) CMD (/tmp/.7kg2az/kworkerd --pool 84.161.1.9:4444)
2020-01-10 01:13:43,100201,14,Suspicious process executed from /tmp (possible C2 beacon),syslog;cron;malware,T1071,CommandAndControl,359,SPG-PLC-359,10.30.0.92,64.238.175.100,dhanush.mane,/var/log/syslog,2020-01-10T01:13:43.335994+00:00 SPG-PLC-359 CRON[18973]: (www-data) CMD (/tmp/.uck4y6/kworkerd --pool 210.35.1.9:4444)
2020-01-10 09:23:15,100201,3,Suspicious process executed from /tmp (possible C2 beacon),syslog;cron;malware,T1071,CommandAndControl,089,SPG-WEB-089,10.10.0.90,109.160.0.79,suhana.basu,/var/log/syslog,2020-01-10T09:23:15.675810+00:00 SPG-WEB-089 CRON[34763]: (root) CMD (/tmp/.rh9mzd/kworkerd --pool 101.82.1.9:4444)
2020-01-11 01:31:42,100201,3,Suspicious process executed from /tmp (possible C2 beacon),syslog;cron;malware,T1071,CommandAndControl,155,SPG-HMI-155,10.20.0.22,106.136.222.168,urvi.dutt,/var/log/syslog,2020-01-11T01:31:42.605835+00:00 SPG-HMI-155 CRON[28949]: (www-data) CMD (/tmp/.m79b5b/kworkerd --pool 64.251.1.9:4444)
2020-01-11 02:01:42,100301,15,Kernel reports possible SYN flood,syslog;kernel;attack,T1498,Impact,119,SPG-FTP-119,10.10.0.120,109.133.151.131,ishita.kohli,/var/log/syslog,2020-01-11T02:01:42.031359+00:00 SPG-FTP-119 kernel: TCP: request_sock_TCP: Possible SYN flooding on port 80. Sending cookies. Check SNMP counters. [src=109.133.151.131]
2020-01-11 03:54:55,100201,7,Suspicious process executed from /tmp (possible C2 beacon),syslog;cron;malware,T1071,CommandAndControl,253,SPG-ENG-253,10.20.0.120,190.135.118.187,reyansh.date,/var/log/syslog,2020-01-11T03:54:55.953687+00:00 SPG-ENG-253 CRON[6328]: (www-data) CMD (/tmp/.03qaoo/kworkerd --pool 211.36.1.9:4444)
